Date,股票名称,股票代码,Open,Close,High,Low,Volume,Amount,Amplitude,PriceChangeRate,PriceChangeAmount,TurnoverRate,MainNetInflow,MainNetInflowRatio,SuperLargeNetInflow,SuperLargeNetInflowRatio,LargeNetInflow,LargeNetInflowRatio,MediumNetInflow,MediumNetInflowRatio,SmallNetInflow,SmallNetInflowRatio,MA5,MA10,MA20,MA50,MA100,MA200,AVG_VOL,AVG_TR,EMA_12,EMA_26,Denoised_PriceChange,Momentum,Volatility,ROC,STD,Upper_Band,Lower_Band,%B,MACD,Signal,K,D,J,Stoch_K,Stoch_D,DI_plus,DI_minus,ADX,VWAP,MFI,AD,OBV,TRIX,TEMA,Williams_R,ATR,CCI,RSI,HV_20,GK_Volatility,Vol_Ratio,TR,TR_ROC,UD_Ratio,Normalized_ATR,BB_Width,Price_Up,Up_Days_Ratio,Extreme_Day,Extreme_Days_Count,Overbought,Oversold,OB_OS_Signal,Trend_Strength,TSI,CMO,Fisher_Transform_RSI,KST,KST_Signal,Close_Open_Ratio,High_Low_Ratio,Close_High_Position,Close_Pct_1,Volume_Pct_1,TurnoverRate_Pct_1,Close_Pct_3,Volume_Pct_3,TurnoverRate_Pct_3,Close_Pct_5,Volume_Pct_5,TurnoverRate_Pct_5,Close_Pct_10,Volume_Pct_10,TurnoverRate_Pct_10,Close_Pct_20,Volume_Pct_20,TurnoverRate_Pct_20,Price_Volatility_5,Price_Volatility_10,Price_Volatility_20,Volume_Price_Correlation,Turnover_Price_Correlation,MainInflow_Volume_Ratio,MainInflow_Amount_Ratio,MainInflow_MA_3,MainInflowRatio_MA_3,MainInflow_MA_5,MainInflowRatio_MA_5,MainInflow_MA_10,MainInflowRatio_MA_10
2024-01-02,华脉科技,603042,15.06,15.13,15.38,15.03,49008,74524006.0,2.445472571050887,0.73,0.11,3.05,5353715.0,5.22,196748.0,0.19,5156967.0,5.03,-7904423.0,-7.71,2550708.0,2.49,14.868,14.572999999999999,13.945500000000001,12.0326,11.531300000000002,10.880550000000001,37013.3,2.304,14.42,13.13269230769231,-0.004852487232917194,-0.009417053937567761,0.05758346998038635,-8.592200925313954,0.8030302806114779,15.953075701528697,11.937924298471305,0.11757357422916269,-0.0024043599325712524,-0.000557427108448505,5.797101449275364,10.42773752012885,22.26952495974239,5.797101449275364,10.42773752012885,16.606060606060645,33.790209790209786,44.18755802060054,13.68627198639601,36.545333196695516,-21003.42857142829,49008.0,-0.3358463803323275,10.496414730413358,-50.45871559633031,0.5814285714285712,-13.096601756395357,29.120879120879113,0.5630344754396557,0.4945628650857682,1.46707358003602,0.3500000000000014,11.428571428571143,13325.5,0.04524735964424679,0.2879173499019319,0,0.4,0,0.0,0,0,0,1.3167351798962177,-100.0,0.0,0.0,-0.3360614615040455,0.5962406706276346,1.00464807436919,1.023286759813706,0.28571428571428864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.23942541165908,0.07183879685911146,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-03,华脉科技,603042,14.96,14.98,15.25,14.88,36193,54441168.0,2.445472571050887,-0.99,-0.15,2.25,5353715.0,5.22,196748.0,0.19,5156967.0,5.03,-7904423.0,-7.71,2550708.0,2.49,14.868,14.572999999999999,13.945500000000001,12.0326,11.531300000000002,10.880550000000001,37013.3,2.304,14.42,13.13269230769231,-0.007252311628280968,-0.026620346447911298,0.05758346998038635,-8.592200925313954,0.8030302806114779,15.953075701528697,11.937924298471305,0.11757357422916269,-0.0019038072168011705,-0.0007770009144724376,5.797101449275364,10.42773752012885,22.26952495974239,5.797101449275364,10.42773752012885,16.606060606060645,33.790209790209786,44.18755802060054,13.68627198639601,36.545333196695516,-37632.64478764453,12815.0,-0.3358463803323275,10.496414730413358,-50.45871559633031,0.5814285714285712,-13.096601756395357,29.120879120879113,0.5630344754396557,0.4945628650857682,1.46707358003602,0.3699999999999992,11.428571428571143,13325.5,0.04524735964424679,0.2879173499019319,0,0.4,0,0.0,0,0,0,1.3167351798962177,-100.0,0.0,0.0,-0.3360614615040455,0.5962406706276346,1.0013368983957218,1.0248655913978495,0.2702702702702699,-0.009914077990746839,-0.2614879203395364,-0.2622950819672131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.91719622036803,0.09833945703847763,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-04,华脉科技,603042,14.9,15.13,15.2,14.9,33862,51181732.0,2.0026702269692853,1.0,0.15,2.11,5353715.0,5.22,196748.0,0.19,5156967.0,5.03,-7904423.0,-7.71,2550708.0,2.49,14.868,14.572999999999999,13.945500000000001,12.0326,11.531300000000002,10.880550000000001,37013.3,2.304,14.42,13.13269230769231,-0.00923164413244656,0.007733688640799884,0.05758346998038635,-8.592200925313954,0.8030302806114779,15.953075701528697,11.937924298471305,0.11757357422916269,-0.017130224751813368,-0.004929898460614202,5.797101449275364,10.42773752012885,22.26952495974239,5.797101449275364,10.42773752012885,16.606060606060645,33.790209790209786,44.18755802060054,13.68627198639601,36.545333196695516,-19572.911454310917,46677.0,-0.3358463803323275,10.496414730413358,-50.45871559633031,0.5814285714285712,-13.096601756395357,29.120879120879113,0.5630344754396557,0.4945628650857682,1.46707358003602,0.29999999999999893,11.428571428571143,13325.5,0.04524735964424679,0.2879173499019319,1,0.4,0,0.0,0,0,0,1.3167351798962177,-97.80219780219781,0.0,0.0,-0.3360614615040455,0.5962406706276346,1.0154362416107383,1.0201342281879193,0.7666666666666708,0.010013351134846582,-0.06440471914458601,-0.06222222222222229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.09925287186604,0.10460206574091581,5353715.0,5.22,0.0,0.0,0.0,0.0
2024-01-05,华脉科技,603042,15.06,14.69,15.19,14.57,42233,62780857.0,4.097818902842031,-2.91,-0.44,2.63,5353715.0,5.22,196748.0,0.19,5156967.0,5.03,-7904423.0,-7.71,2550708.0,2.49,14.868,14.572999999999999,13.945500000000001,12.0326,11.531300000000002,10.880550000000001,37013.3,2.304,14.42,13.13269230769231,-0.009653740268728334,0.10452836452764383,0.05758346998038635,-8.592200925313954,0.8030302806114779,15.953075701528697,11.937924298471305,0.11757357422916269,-0.04588305376867148,-0.012188696626120288,5.797101449275364,10.42773752012885,22.26952495974239,5.797101449275364,10.42773752012885,16.606060606060645,33.790209790209786,44.18755802060054,13.68627198639601,36.545333196695516,-45457.65338979487,4444.0,-0.3358463803323275,10.496414730413358,-50.45871559633031,0.5814285714285712,-13.096601756395357,29.120879120879113,0.5630344754396557,0.4945628650857682,1.46707358003602,0.6199999999999992,11.428571428571143,13325.5,0.04524735964424679,0.2879173499019319,0,0.4,0,0.0,0,0,0,1.3167351798962177,-96.16882400239646,0.0,0.0,-0.3360614615040455,0.5962406706276346,0.9754316069057104,1.0425531914893615,0.1935483870967732,-0.029081295439524202,0.24720926111865804,0.24644549763033186,-0.029081295439524202,-0.13824273587985636,-0.13770491803278684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.76315290997775,0.08527623180938368,5353715.0,5.22,0.0,0.0,0.0,0.0
2024-01-08,华脉科技,603042,14.65,14.41,14.79,14.4,31205,45496103.0,2.6548672566371603,-1.91,-0.28,1.94,5353715.0,5.22,196748.0,0.19,5156967.0,5.03,-7904423.0,-7.71,2550708.0,2.49,14.868,14.572999999999999,13.945500000000001,12.0326,11.531300000000002,10.880550000000001,37013.3,2.304,14.42,13.13269230769231,-0.00897731827555609,-0.09397385084925043,0.05758346998038635,-8.592200925313954,0.8030302806114779,15.953075701528697,11.937924298471305,0.11757357422916269,-0.08000247897830776,-0.025436780472538133,5.797101449275364,10.42773752012885,22.26952495974239,5.797101449275364,10.42773752012885,16.606060606060645,33.790209790209786,44.18755802060054,13.68627198639601,36.545333196695516,-75062.39697953849,-26761.0,-0.3358463803323275,10.496414730413358,-50.45871559633031,0.5814285714285712,-13.096601756395357,29.120879120879113,0.5630344754396557,0.4945628650857682,1.46707358003602,0.3899999999999988,11.428571428571143,13325.5,0.04524735964424679,0.2879173499019319,0,0.4,0,0.0,0,0,0,1.3167351798962177,-95.00994025037808,0.0,0.0,-0.3360614615040455,0.5962406706276346,0.983617747440273,1.0270833333333333,0.025641025641025175,-0.019060585432266852,-0.26112281864892384,-0.2623574144486692,-0.03805073431241657,-0.1378167048876855,-0.13777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.56043709543036,0.1176741419441102,5353715.0,5.22,5353715.0,5.22,0.0,0.0
2024-01-09,华脉科技,603042,14.5,14.6,14.8,14.45,30756,44965647.0,2.4288688410825916,1.32,0.19,1.92,5353715.0,5.22,196748.0,0.19,5156967.0,5.03,-7904423.0,-7.71,2550708.0,2.49,14.762,14.572999999999999,13.945500000000001,12.0326,11.531300000000002,10.880550000000001,37013.3,2.304,14.42,13.13269230769231,-0.007943446473757618,-0.6027990480520466,0.05758346998038635,-8.592200925313954,0.8030302806114779,15.953075701528697,11.937924298471305,0.11757357422916269,-0.12183025598338403,-0.04557266013513131,5.797101449275364,10.42773752012885,22.26952495974239,5.797101449275364,10.42773752012885,16.606060606060645,33.790209790209786,44.18755802060054,13.68627198639601,36.545333196695516,-79456.11126525282,3995.0,-0.3358463803323275,10.496414730413358,-50.45871559633031,0.5814285714285712,-13.096601756395357,29.120879120879113,0.5630344754396557,0.4945628650857682,1.46707358003602,0.39000000000000057,11.428571428571143,13325.5,0.04524735964424679,0.2879173499019319,1,0.4,0,0.0,0,0,0,1.3167351798962177,-91.59924967072641,0.0,0.0,-0.3360614615040455,0.5962406706276346,1.006896551724138,1.0242214532871974,0.4285714285714278,0.013185287994448291,-0.014388719756449286,-0.010309278350515427,-0.03502974223397226,-0.09172523772960839,-0.09004739336492884,-0.03502974223397226,-0.37242899118511263,-0.37049180327868847,0.0,0.0,0.0,0.0,0.0,0.0,0.018292273481701326,0.0,0.0,0.0,0.0,174.06492830900282,0.11906233398437847,5353715.0,5.22,5353715.0,5.22,0.0,0.0
2024-01-10,华脉科技,603042,14.51,14.09,14.53,14.07,40932,58235843.0,3.1506849315068433,-3.49,-0.51,2.55,5353715.0,5.22,196748.0,0.19,5156967.0,5.03,-7904423.0,-7.71,2550708.0,2.49,14.584,14.572999999999999,13.945500000000001,12.0326,11.531300000000002,10.880550000000001,37013.3,2.304,14.42,13.13269230769231,-0.007112999491866338,-0.7728807548660419,0.05758346998038635,-8.592200925313954,0.8030302806114779,15.953075701528697,11.937924298471305,0.11757357422916269,-0.15711415809103266,-0.06709643311591998,5.797101449275364,10.42773752012885,22.26952495974239,5.797101449275364,10.42773752012885,16.606060606060645,33.790209790209786,44.18755802060054,13.68627198639601,36.545333196695516,-116828.80691742682,-36937.0,-0.3358463803323275,10.496414730413358,-50.45871559633031,0.5814285714285712,-13.096601756395357,29.120879120879113,0.5630344754396557,0.4945628650857682,1.46707358003602,0.5299999999999994,43.24324324324338,13325.5,0.04524735964424679,0.2879173499019319,0,0.4,0,0.0,0,0,0,1.3167351798962177,-89.34440995893642,0.0,0.0,-0.3360614615040455,0.5962406706276346,0.9710544452101999,1.0326936744847193,0.04347826086956438,-0.03493150684931501,0.33086227077643393,0.328125,-0.04084411164057178,-0.03080529443799873,-0.03041825095057038,-0.05941255006675572,0.13093692150415825,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.02228429799704902,0.0,0.0,0.0,0.0,130.79214814452885,0.09193161174070046,5353715.0,5.22,5353715.0,5.22,0.0,0.0
2024-01-11,华脉科技,603042,14.0,14.49,14.5,14.0,40991,58870764.0,3.5486160397444997,2.84,0.4,2.55,5353715.0,5.22,196748.0,0.19,5156967.0,5.03,-7904423.0,-7.71,2550708.0,2.49,14.456,14.572999999999999,13.945500000000001,12.0326,11.531300000000002,10.880550000000001,37013.3,2.304,14.42,13.13269230769231,-0.007240303136248934,-0.6459084402231249,0.05758346998038635,-8.592200925313954,0.8030302806114779,15.953075701528697,11.937924298471305,0.11757357422916269,-0.18333078761241445,-0.09072584307129733,5.797101449275364,10.42773752012885,22.26952495974239,5.797101449275364,10.42773752012885,16.606060606060645,33.790209790209786,44.18755802060054,13.68627198639601,36.545333196695516,-77477.44691742677,4054.0,-0.3358463803323275,10.496414730413358,-50.45871559633031,0.5814285714285712,-13.096601756395357,29.120879120879113,0.5630344754396557,0.4945628650857682,1.46707358003602,0.5,66.66666666666725,13325.5,0.04524735964424679,0.2879173499019319,1,0.4,0,0.0,0,0,0,1.3167351798962177,-82.94801491489349,0.0,0.0,-0.3360614615040455,0.5962406706276346,1.035,1.0357142857142858,0.9800000000000004,0.02838892831795592,0.0014414150298054373,0.0,0.005551700208188848,0.3136035891684026,0.31443298969072164,-0.042300066093853284,0.2105309786781644,0.20853080568720372,0.0,0.0,0.0,0.0,0.0,0.0,0.027679345445847315,0.0,0.0,0.0,0.0,130.60389832162375,0.09094012962121352,5353715.0,5.22,5353715.0,5.22,0.0,0.0
2024-01-12,华脉科技,603042,14.45,14.08,14.51,14.08,37307,53136127.0,2.9675638371290525,-2.83,-0.41,2.32,5353715.0,5.22,196748.0,0.19,5156967.0,5.03,-7904423.0,-7.71,2550708.0,2.49,14.334,14.572999999999999,13.945500000000001,12.0326,11.531300000000002,10.880550000000001,37013.3,2.304,14.42,13.13269230769231,-0.007828806080056934,-0.5912706985547628,0.05758346998038635,-8.592200925313954,0.8030302806114779,15.953075701528697,11.937924298471305,0.11757357422916269,-0.2121271983488278,-0.11508885489092975,5.797101449275364,10.42773752012885,22.26952495974239,5.797101449275364,10.42773752012885,16.606060606060645,33.790209790209786,44.18755802060054,13.68627198639601,36.545333196695516,-114784.44691742677,-33253.0,-0.3358463803323275,10.496414730413358,-50.45871559633031,0.5814285714285712,-13.096601756395357,29.120879120879113,0.5630344754396557,0.4945628650857682,1.46707358003602,0.4299999999999997,-30.64516129032254,13325.5,0.04524735964424679,0.2879173499019319,0,0.4,0,0.0,0,0,0,1.3167351798962177,-78.75994533443804,0.0,0.0,-0.3360614615040455,0.5962406706276346,0.9743944636678201,1.0305397727272727,0.0,-0.028295376121463045,-0.08987338684101387,-0.09019607843137256,-0.03561643835616435,0.21299908960853164,0.20833333333333326,-0.04152484683458135,-0.11663864750313735,-0.11787072243346008,0.0,0.0,0.0,0.0,0.0,0.0,0.027533677964535156,0.0,0.0,0.0,0.0,143.50045566634503,0.10075470685406358,5353715.0,5.22,5353715.0,5.22,0.0,0.0
2024-01-15,华脉科技,603042,14.05,14.13,14.2,13.99,27646,38891891.0,1.4914772727272663,0.36,0.05,1.72,5353715.0,5.22,196748.0,0.19,5156967.0,5.03,-7904423.0,-7.71,2550708.0,2.49,14.278,14.572999999999999,13.945500000000001,12.0326,11.531300000000002,10.880550000000001,37013.3,2.304,14.42,13.13269230769231,-0.008083747959465658,-0.48924136491166637,0.05758346998038635,-8.592200925313954,0.8030302806114779,15.953075701528697,11.937924298471305,0.11757357422916269,-0.23936967777890722,-0.1389509098379802,11.111111111111157,10.42773752012885,22.26952495974239,11.111111111111159,10.42773752012885,16.606060606060645,33.790209790209786,44.18755802060054,13.68627198639601,36.545333196695516,-105569.11358409312,-5607.0,-0.3358463803323275,10.496414730413358,-50.45871559633031,0.5814285714285712,-13.096601756395357,29.120879120879113,0.5630344754396557,0.4945628650857682,1.46707358003602,0.20999999999999908,-46.153846153846224,13325.5,0.04524735964424679,0.2879173499019319,1,0.4,0,0.0,0,0,0,1.3167351798962177,-75.17498247509339,0.0,0.0,-0.3360614615040455,0.5962406706276346,1.005693950177936,1.015010721944246,0.6666666666666723,0.0035511363636364646,-0.2589594446082505,-0.2586206896551724,0.002838892831795725,-0.32458712010163193,-0.3254901960784313,-0.019430950728660634,-0.11405223521871499,-0.11340206185567014,0.0,0.0,0.0,0.0,0.0,0.0,0.027146358138930283,0.0,0.0,0.0,0.0,193.64542264983544,0.13765632692798796,5353715.0,5.22,5353715.0,5.22,5353715.0,5.22
